Feature ID	Epic	Feature Name	Category	Architecture Layer	Type	Problem	Solution	Implementation Notes	Requirements	Original Priority	Final Priority	Build Wave	Cycle	Complexity	Implementation Repo	Research Linkage	Validation Metric	Dependencies	Critical Path	Status	Owner	Frontend Impl.	Source URL	Agent Notes
F-170	Adaptive Learning	Smart Lesson	Learning / Assessment	Application + Experience	Backend + Integration	Students need a guided study path that adapts from performance rather than manually choosing separate resources.	Choose a topic/specification area and construct an adaptive path using Exam Questions, Revision Notes and Flashcards; use observed performance to alter the next step.	Start with deterministic rules over measured mastery, misconception, confidence, fluency and coverage; later research richer policies. Every step must cite the graph node/resource it targets.	F-166, F-167, F-168, F-169, learner model, assessment	Added	P0.5	Wave 4 - Pilot Hardening	Cycle 2+	High	syllabai-core + syllabai-web		feature acceptance criteria	F-164 through F-169, T-024	No	Planned	Unassigned			Save My Exams-inspired product capability; SyllabAI adaptation must remain grounded in learner evidence. Synced into the master workbook 2026-09-07 from subject-architecture-feature-addendum.tsv (ADR-014; canonical: SUBJECT_ARCHITECTURE.md).
TFA-01	Teacher & Classroom LMS	Teacher Subject Workspace	Teacher LMS	Experience + Curriculum	New product capability	Teachers need the same subject-first organization as students without a mixed-subject resource area.	Each teacher subject opens a self-contained workspace for resources, assessment, classes, analytics, communication and AI.	Board → Qualification → Subject → CurriculumVersion context on every read/write; subject-scoped authorization.	Extends F-164/F-165 and existing teacher module	Added	P0.5	Wave 2+	Cycle 2+		syllabai-core + syllabai-web		feature acceptance criteria	F-164, F-165	No	Planned	Unassigned			Canonical teacher product boundary; not a second curriculum. Synced into the master workbook 2026-09-07 from teacher-lms-feature-addendum.tsv (ADR-015; canonical: TEACHER_ARCHITECTURE.md). Complexity not scoped in the addendum.
TFA-02	Teacher & Classroom LMS	Classroom Student Experience	Teacher LMS	Experience	New product capability	Students enrolled by teachers need LMS features while retaining their normal adaptive-learning workspace.	Class-enrolled students receive Announcements, Assignments and My Results/Feedback inside the subject workspace; independent features remain available.	Class membership overlay; same student identity; same learner state; backend authorization.	Extends subject-first student architecture and F-070/F-071/F-075	Added	P0.5	Wave 2+	Cycle 2+		syllabai-core + syllabai-web		feature acceptance criteria	F-070, F-071, F-075	No	Planned	Unassigned			A student may simultaneously be independent and class-enrolled. Synced into the master workbook 2026-09-07 from teacher-lms-feature-addendum.tsv (ADR-015; canonical: TEACHER_ARCHITECTURE.md). Complexity not scoped in the addendum.
TFA-03	Teacher & Classroom LMS	Teaching Coverage Model	Teacher LMS	Domain + Data	New domain capability	Class KG must distinguish not-yet-taught curriculum from taught-but-weak curriculum.	Store a separate teacher/class/subject teaching-coverage overlay; NOT_TAUGHT is not a mastery state.	SpecificationPoint scope; class scope; timestamp; teacher provenance; auditability; no curriculum mutation.	Enables F-072 Class KG Heatmap	Added	P0.5	Wave 2+	Cycle 2+		syllabai-core		feature acceptance criteria	F-072	No	Planned	Unassigned			Grey graph nodes semantically mean absent teaching coverage, not low understanding. Synced into the master workbook 2026-09-07 from teacher-lms-feature-addendum.tsv (ADR-015; canonical: TEACHER_ARCHITECTURE.md). Complexity not scoped in the addendum.
TFA-04	Teacher & Classroom LMS	Teacher AI Assistant	Teacher AI	AI/Tutor	New teacher intelligence capability	Teachers need grounded help creating resources and understanding syllabus requirements.	Subject-scoped academic copilot for specification questions, question drafting, explanations, resource linkage and lesson preparation.	Grounded retrieval; citations; model/provider/prompt metadata; generated content is draft until validation.	Complements existing F-040 Tutor/KA-RAG and F-050 Test Builder	Added	P1	Wave 4+	Cycle 2+		syllabai-core + syllabai-web		feature acceptance criteria	F-040, F-050	No	Planned	Unassigned			Separate from Data Assistant; academic/content copilot, not learner analytics. Synced into the master workbook 2026-09-07 from teacher-lms-feature-addendum.tsv (ADR-015; canonical: TEACHER_ARCHITECTURE.md). Complexity not scoped in the addendum.
TFA-05	Teacher & Classroom LMS	Teacher Data Assistant	Teacher Analytics	Analytics	New teacher analytics capability	Teachers need natural-language answers about class and student evidence.	Authorized natural-language analytics for weak topics, weak specification points, mock marks, misconceptions, trends and affected students.	Structured query/calculation first; LLM summarizes returned evidence; scope/time-window/freshness visible; no hallucinated stats.	Extends F-072/F-073/F-074 and research telemetry	Added	P0.5	Wave 3+	Cycle 2+		syllabai-core + syllabai-web		feature acceptance criteria	F-072, F-073, F-074	No	Planned	Unassigned			Example: Which topic is 10A weakest at? Why? What did Sara score in the latest mock?. Synced into the master workbook 2026-09-07 from teacher-lms-feature-addendum.tsv (ADR-015; canonical: TEACHER_ARCHITECTURE.md). Complexity not scoped in the addendum.
TFA-06	Teacher & Classroom LMS	Evidence-Driven Test Builder	Teacher Tools	Assessment	Extension	Teacher Test Builder needs to exploit specification-point and learner evidence, not only topic/difficulty filters.	Enhance F-050 with SpecificationPoint, concept, skill, misconception, class weakness, teaching coverage and other evidence-backed filters while retaining manual selection, reuse/edit and PDF export.	Validated question bank; explicit question provenance; review before assignment/publication; official vs generated distinction.	EXTENDS F-050; do not duplicate Test Builder	Added	P0.5	Wave 3+	Cycle 2+		syllabai-core + syllabai-web		feature acceptance criteria	F-050	No	Planned	Unassigned			Save My Exams reference confirms topic/difficulty filtering, teacher-only questions, reuse/edit and print-ready PDFs. Synced into the master workbook 2026-09-07 from teacher-lms-feature-addendum.tsv (ADR-015; canonical: TEACHER_ARCHITECTURE.md). Complexity not scoped in the addendum.
TFA-07	Teacher & Classroom LMS	Teacher KG Drill-Down & Individual Graphs	Teacher Analytics	Knowledge + Experience	Extension	Class heatmaps must lead to actionable student-level inspection.	Click class node → affected students → evidence distribution → individual subject graph → assessment/resources → teacher action.	Same graph model/read model as student KG; teacher-authorized context; no second KG implementation.	EXTENDS F-072 + F-169 + F-034/F-036	Added	P0.5	Wave 3+	Cycle 2+		syllabai-core + syllabai-web		feature acceptance criteria	F-034, F-036, F-072, F-169	No	Planned	Unassigned			Class graph is an aggregation/lens over learner states. Synced into the master workbook 2026-09-07 from teacher-lms-feature-addendum.tsv (ADR-015; canonical: TEACHER_ARCHITECTURE.md). Complexity not scoped in the addendum.
TFA-08	Teacher & Classroom LMS	At-Risk Evidence Explainability	Teacher Analytics	Analytics	Extension	Early-warning flags are not useful if teachers cannot inspect why a student was flagged.	Extend F-073 so every risk state shows contributing evidence, time window, rule/model version and uncertainty where applicable.	Evidence-first; rule/model versioning; expert validation for research-sensitive thresholds.	EXTENDS F-073	Added	P0.5	Wave 3+	Cycle 2+		syllabai-core + syllabai-web		feature acceptance criteria	F-073	No	Planned	Unassigned			Never present an unexplained AI risk score. Synced into the master workbook 2026-09-07 from teacher-lms-feature-addendum.tsv (ADR-015; canonical: TEACHER_ARCHITECTURE.md). Complexity not scoped in the addendum.
F-171	Assessment & Practice Tools	Exam Blueprint Registry & Versioning	Assessment	Assessment/Curriculum	Backend + Integration	Paper construction rules drift when official versions or historical corpus analytics change.	Persist versioned, scoped blueprint records with provenance and validation state.	Identity = Board+Qualification+Subject+CurriculumVersion+PaperCode+PaperType/Variant+BlueprintVersion; store direct board rules separately from inferred historical analytics.	Blueprint repository; versioning; provenance; activation/validation state.	P1	P1	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core	Exam structure inference must remain auditable	Blueprint provenance completeness + versioning tests	F-020; F-032; F-051	No	Not Started	Unassigned	Partial		New capability; do not duplicate F-051. IDs avoid collision with existing F-164…F-170 subject-architecture rows. Synced into the master workbook 2026-09-08 from mock-exam-generator-feature-addendum.tsv (ADR-018; canonical: MOCK_EXAM_GENERATOR_ARCHITECTURE.md). Cycle 2+ — documentation only, no Cycle-1 implementation authorized.
F-172	Assessment & Practice Tools	Assessment Block / Shared Context Modeling	Assessment	Assessment	Backend + Integration	Question parts sharing a stem/data/diagram can become invalid if independently shuffled or substituted.	Introduce AssessmentBlock/QuestionGroup semantics for shared context and atomic selection.	Persist shared stimulus/data/diagram/stem relationships and select blocks when required; retain QuestionPart identity underneath.	Block integrity validation; ordering constraints; block-aware solver candidates.	P1	P1	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core	Assessment validity	Zero invalid shared-context assemblies + block integrity test coverage	F-028; F-051; F-168	No	Not Started	Unassigned	No		New supporting capability. Synced into the master workbook 2026-09-08 from mock-exam-generator-feature-addendum.tsv (ADR-018; canonical: MOCK_EXAM_GENERATOR_ARCHITECTURE.md). Cycle 2+ — documentation only, no Cycle-1 implementation authorized.
F-173	Assessment & Practice Tools	Mock Blueprint Fidelity Validation	Assessment	Assessment	Backend + Integration	A mock can look realistic while violating marks, structure, AO mix or calculator/internal-choice rules.	Produce component-level machine-readable fidelity reports and enforce hard-constraint gates.	Validate exact and percentage dimensions; never let a scalar score hide a hard failure; retain deviation reasons and blueprint version.	Hard-constraint pass rate; component fidelity report; reproducible validation.	P1	P1	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core	Assessment validity; exam-readiness evaluation	100% hard-constraint enforcement + report completeness	F-051; F-171; F-172	No	Not Started	Unassigned	Yes		New supporting capability. Synced into the master workbook 2026-09-08 from mock-exam-generator-feature-addendum.tsv (ADR-018; canonical: MOCK_EXAM_GENERATOR_ARCHITECTURE.md). Cycle 2+ — documentation only, no Cycle-1 implementation authorized.
F-174	Assessment & Practice Tools	Personalized Mock Allocation	Learning/Assessment	Learner + Assessment	Backend + Integration	Exam-authentic mocks and diagnostic mocks need different trade-offs between blueprint fidelity and learner targeting.	Add explicit Exam Simulation and Adaptive Diagnostic Mock policies; use learner evidence only within valid blueprint constraints.	Signals: SpecificationPoint mastery/evidence, misconceptions, fluency gaps, exposure/reuse, exam date, teacher priorities; mandatory structure remains hard constraints.	Policy/version registry; candidate weighting; reproducibility; evidence linkage.	P1	P1	Wave 5 - Advanced Intelligence	Cycle 2+	High	syllabai-core	Adaptive learning + assessment validity	Learning-gain and blueprint-validity evaluation; no hard-rule violations	F-033; F-055; F-091; F-051	No	Not Started	Unassigned	Yes		New capability; distinct from Problem Buster. Synced into the master workbook 2026-09-08 from mock-exam-generator-feature-addendum.tsv (ADR-018; canonical: MOCK_EXAM_GENERATOR_ARCHITECTURE.md). Cycle 2+ — documentation only, no Cycle-1 implementation authorized.
F-175	Assessment & Practice Tools	Validated AI Question Variant Pipeline	Assessment	Assessment/AI	Backend + Integration	Naive numeric mutation or LLM generation can silently change difficulty, answer ranges, units or mark schemes.	Generate variants only through a gated source→generation→deterministic/domain validation→mark-scheme validation→review→servable pipeline.	Retain source lineage, model/provider/prompt metadata, validation state and rejection reasons; never make generated content canonical board truth.	Numerical/domain/unit checks; answer and mark-scheme alignment; human review where required.	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	High	syllabai-core	AI assessment safety and validity	Validated-variant pass rate + zero unvalidated learner serves	F-047; F-051; F-153	No	Not Started	Unassigned	Yes		Later capability; high-risk and not Cycle 1. Synced into the master workbook 2026-09-08 from mock-exam-generator-feature-addendum.tsv (ADR-018; canonical: MOCK_EXAM_GENERATOR_ARCHITECTURE.md). Cycle 2+ — documentation only, no Cycle-1 implementation authorized.
F-176	Assessment & Practice Tools	Mock Prediction & Readiness Evaluation	Research/Assessment	Learner/Research	Backend + Research	Generated mocks can be useful to test whether predicted performance matches actual performance, but current prediction UI must not fabricate grades.	Create a research/evaluation pipeline comparing prediction vs mock outcomes at overall, SpecificationPoint and question levels.	Store model/version, prediction timestamp, eligible population, mock blueprint/version, outcome window and calibration/error metrics; UI remains explicit not-implemented until validated.	Calibration; prediction error; readiness classification; leakage controls; outcome windows.	P2	P2	Wave 6 - Research & Scale	Cycle 2+	High	syllabai-core	Prediction calibration; research evaluation	Calibration error + discrimination + later assessment correlation	F-051; F-055; F-153	No	Not Started	Unassigned	Partial		Future research feature; not a fake predicted-grade card. Synced into the master workbook 2026-09-08 from mock-exam-generator-feature-addendum.tsv (ADR-018; canonical: MOCK_EXAM_GENERATOR_ARCHITECTURE.md). Cycle 2+ — documentation only, no Cycle-1 implementation authorized.
